Day,Market Participant,Equity Option Contracts,Equity Option Trade Count,Equity Option Notional,Index/Other Option Contracts,Index/Other Option Trade Count,Index/Other Option Notional,Total Option Contracts,Total Trade Count,Total Option Notional
2023-07-14,BOX Options (B),2960279,360502,889990889.000000,0,0,0.000000,2960279,360502,889990889.000000
2023-07-14,Cboe Options Exchange (C),5429390,728446,1419724075.000000,3575147,564796,6080040067.000000,9004537,1293242,7499764142.000000
2023-07-14,MIAX Emerald (D),1447773,240251,395808686.000000,0,0,0.000000,1447773,240251,395808686.000000
2023-07-14,Cboe EDGX Options Exchange (E),2918096,428656,554855780.000000,0,0,0.000000,2918096,428656,554855780.000000
2023-07-14,Nasdaq GEMX (H),1676365,236252,345307222.000000,1004,279,8350965.000000,1677369,236531,353658187.000000
2023-07-14,Nasdaq ISE (I),3092027,377682,1179617754.000000,23123,9293,264975807.000000,3115150,386975,1444593561.000000
2023-07-14,Nasdaq MRX (J),1047793,138091,247118971.000000,0,0,0.000000,1047793,138091,247118971.000000
2023-07-14,MIAX Options Exchange (M),3141793,492689,814559095.000000,0,0,0.000000,3141793,492689,814559095.000000
2023-07-14,NYSE Arca Options (N),5810940,772516,1745303146.000000,0,0,0.000000,5810940,772516,1745303146.000000
2023-07-14,MIAX Pearl (P),3268763,349859,610431709.000000,0,0,0.000000,3268763,349859,610431709.000000
2023-07-14,NASDAQ Options Market (Q),2953032,453396,791473236.000000,0,0,0.000000,2953032,453396,791473236.000000
2023-07-14,Nasdaq BX Options (T),1901653,301377,532024516.000000,0,0,0.000000,1901653,301377,532024516.000000
2023-07-14,Cboe C2 Options Exchange (W),2269729,279341,389688612.000000,10929,3437,9972325.000000,2280658,282778,399660937.000000
2023-07-14,Nasdaq PHLX (X),4849625,355044,1447530489.000000,21830,9491,179636490.000000,4871455,364535,1627166979.000000
2023-07-14,Cboe BZX Options Exchange (Z),2651608,357354,619575014.000000,2761,719,5427406.000000,2654369,358073,625002420.000000
2023-07-13,NYSE American Options (A),2870277,251257,910763423.000000,0,0,0.000000,2870277,251257,910763423.000000
2023-07-13,BOX Options (B),2894742,348126,742415656.000000,0,0,0.000000,2894742,348126,742415656.000000
2023-07-13,Cboe Options Exchange (C),5011032,708782,1444383393.000000,3603292,523694,7093605603.000000,8614324,1232476,8537988996.000000
2023-07-13,MIAX Emerald (D),1370466,227196,341779202.000000,0,0,0.000000,1370466,227196,341779202.000000
2023-07-13,Cboe EDGX Options Exchange (E),2507029,391889,521301624.000000,0,0,0.000000,2507029,391889,521301624.000000
2023-07-13,Nasdaq GEMX (H),1522243,220840,289380287.000000,1170,412,13271102.000000,1523413,221252,302651389.000000
2023-07-13,Nasdaq ISE (I),2779245,339485,1118740260.000000,21296,8481,164859213.000000,2800541,347966,1283599473.000000
2023-07-13,Nasdaq MRX (J),961810,123895,225461803.000000,0,0,0.000000,961810,123895,225461803.000000
2023-07-13,MIAX Options Exchange (M),2985850,461399,681074516.000000,0,0,0.000000,2985850,461399,681074516.000000
2023-07-13,NYSE Arca Options (N),5376680,733523,1683812871.000000,2,1,3320.000000,5376682,733524,1683816191.000000
2023-07-13,MIAX Pearl (P),2966294,324031,558299586.000000,0,0,0.000000,2966294,324031,558299586.000000
2023-07-13,NASDAQ Options Market (Q),2636396,401999,679082805.000000,0,0,0.000000,2636396,401999,679082805.000000
2023-07-13,Nasdaq BX Options (T),1521670,234629,351362871.000000,0,0,0.000000,1521670,234629,351362871.000000
2023-07-13,Cboe C2 Options Exchange (W),2007086,253245,361494016.000000,10111,3096,21313309.000000,2017197,256341,382807325.000000
2023-07-13,Nasdaq PHLX (X),5257748,343272,1614421498.000000,23124,9146,216227710.000000,5280872,352418,1830649208.000000
2023-07-13,Cboe BZX Options Exchange (Z),2306487,328650,563919719.000000,1346,277,2677903.000000,2307833,328927,566597622.000000
2023-07-12,NYSE American Options (A),2794356,248740,822112835.000000,1,1,300.000000,2794357,248741,822113135.000000
2023-07-12,BOX Options (B),2886861,329254,1041712356.000000,0,0,0.000000,2886861,329254,1041712356.000000
2023-07-12,Cboe Options Exchange (C),4949017,660426,1509921735.000000,4177747,602966,6541790349.000000,9126764,1263392,8051712084.000000
2023-07-12,MIAX Emerald (D),1305505,229137,317911580.000000,0,0,0.000000,1305505,229137,317911580.000000
2023-07-12,Cboe EDGX Options Exchange (E),2430057,364976,464340209.000000,0,0,0.000000,2430057,364976,464340209.000000
2023-07-12,Nasdaq GEMX (H),1383316,197814,266698579.000000,790,289,8750670.000000,1384106,198103,275449249.000000
2023-07-12,Nasdaq ISE (I),2539178,315853,1027402026.000000,21976,9459,273762509.000000,2561154,325312,1301164535.000000
2023-07-12,Nasdaq MRX (J),824720,115352,174255299.000000,0,0,0.000000,824720,115352,174255299.000000
2023-07-12,MIAX Options Exchange (M),2800419,423372,599633653.000000,0,0,0.000000,2800419,423372,599633653.000000
2023-07-12,NYSE Arca Options (N),5225988,686947,1390365992.000000,2,1,3380.000000,5225990,686948,1390369372.000000
2023-07-12,MIAX Pearl (P),2796297,312721,520800247.000000,0,0,0.000000,2796297,312721,520800247.000000
2023-07-12,NASDAQ Options Market (Q),2464111,376672,621100145.000000,0,0,0.000000,2464111,376672,621100145.000000
2023-07-12,Nasdaq BX Options (T),1546555,264478,425264236.000000,0,0,0.000000,1546555,264478,425264236.000000
2023-07-12,Cboe C2 Options Exchange (W),1820507,234018,326947689.000000,11891,4123,22699943.000000,1832398,238141,349647632.000000
2023-07-12,Nasdaq PHLX (X),5518006,324200,2479661920.000000,18788,8660,177613777.000000,5536794,332860,2657275697.000000
2023-07-12,Cboe BZX Options Exchange (Z),2258180,323355,517093382.000000,2903,436,5083065.000000,2261083,323791,522176447.000000
2023-07-11,NYSE American Options (A),2300139,208739,669659481.000000,0,0,0.000000,2300139,208739,669659481.000000
2023-07-11,BOX Options (B),2190948,277501,516962438.000000,0,0,0.000000,2190948,277501,516962438.000000
2023-07-11,Cboe Options Exchange (C),4266849,551388,1104834178.000000,3310884,520075,4282578911.000000,7577733,1071463,5387413089.000000
2023-07-11,MIAX Emerald (D),1083290,190996,221161952.000000,0,0,0.000000,1083290,190996,221161952.000000
2023-07-11,Cboe EDGX Options Exchange (E),2078429,317430,325433236.000000,0,0,0.000000,2078429,317430,325433236.000000
2023-07-11,Nasdaq GEMX (H),1174126,173546,208732640.000000,775,422,9587175.000000,1174901,173968,218319815.000000
2023-07-11,Nasdaq ISE (I),2002618,252984,771034119.000000,13913,6648,80212126.000000,2016531,259632,851246245.000000
2023-07-11,Nasdaq MRX (J),638692,95313,124422517.000000,0,0,0.000000,638692,95313,124422517.000000
2023-07-11,MIAX Options Exchange (M),2528170,359653,464324661.000000,0,0,0.000000,2528170,359653,464324661.000000
2023-07-11,NYSE Arca Options (N),4117992,588567,1038503024.000000,0,0,0.000000,4117992,588567,1038503024.000000
2023-07-11,MIAX Pearl (P),2365419,271448,421363816.000000,0,0,0.000000,2365419,271448,421363816.000000
2023-07-11,NASDAQ Options Market (Q),2143397,332400,520349715.000000,0,0,0.000000,2143397,332400,520349715.000000
2023-07-11,Nasdaq BX Options (T),1258708,220111,337911483.000000,0,0,0.000000,1258708,220111,337911483.000000
2023-07-11,Cboe C2 Options Exchange (W),1579973,196386,244043202.000000,8188,2681,12845527.000000,1588161,199067,256888729.000000
2023-07-11,Nasdaq PHLX (X),4088145,275799,1192634570.000000,14468,6653,80272487.000000,4102613,282452,1272907057.000000
2023-07-11,Cboe BZX Options Exchange (Z),2074747,296447,414466351.000000,1420,450,4900652.000000,2076167,296897,419367003.000000
2023-07-10,NYSE American Options (A),2429731,211817,795311786.000000,0,0,0.000000,2429731,211817,795311786.000000
2023-07-10,BOX Options (B),2093166,264966,640348386.000000,0,0,0.000000,2093166,264966,640348386.000000
2023-07-10,Cboe Options Exchange (C),3818837,536216,908611904.000000,2608058,516798,3722133216.000000,6426895,1053014,4630745120.000000
2023-07-10,MIAX Emerald (D),959077,184300,245746953.000000,0,0,0.000000,959077,184300,245746953.000000
2023-07-10,Cboe EDGX Options Exchange (E),1975386,313119,332020588.000000,0,0,0.000000,1975386,313119,332020588.000000
2023-07-10,Nasdaq GEMX (H),1064680,162587,208927564.000000,544,279,14298659.000000,1065224,162866,223226223.000000
2023-07-10,Nasdaq ISE (I),1835748,242751,579405375.000000,16465,7274,59977336.000000,1852213,250025,639382711.000000
2023-07-10,Nasdaq MRX (J),641022,97501,126993041.000000,0,0,0.000000,641022,97501,126993041.000000
2023-07-10,MIAX Options Exchange (M),2061729,345146,444939891.000000,0,0,0.000000,2061729,345146,444939891.000000
2023-07-10,NYSE Arca Options (N),3791400,554927,939281237.000000,2,2,1780.000000,3791402,554929,939283017.000000
2023-07-10,MIAX Pearl (P),2117504,248441,410785515.000000,0,0,0.000000,2117504,248441,410785515.000000
2023-07-10,NASDAQ Options Market (Q),1949220,307627,503846949.000000,0,0,0.000000,1949220,307627,503846949.000000
2023-07-10,Nasdaq BX Options (T),1282170,231402,422088723.000000,0,0,0.000000,1282170,231402,422088723.000000
2023-07-10,Cboe C2 Options Exchange (W),1386135,183405,231241341.000000,9549,2930,17567897.000000,1395684,186335,248809238.000000
2023-07-10,Nasdaq PHLX (X),3540129,273316,1124648676.000000,14325,7246,71587182.000000,3554454,280562,1196235858.000000
2023-07-10,Cboe BZX Options Exchange (Z),1861354,276680,455002720.000000,2516,528,6912330.000000,1863870,277208,461915050.000000
