Id;Referencia;Nombre
6192;0807TAPA10;Tapon Final Tira De Led Atreo 10mm
6195;011371340;Sobremesa Grande Serie Huesca 1xe27 Pan De Oro (63x38)
6196;009353001;Lampara Serie Jonico Blanco/negro 3xe14 (regx54)
6197;009354001;Lampara Serie Jonico En Paralelo Blanco/negro 4xe14 (regx92)
6198;009361001;Aplique Serie Jonico Blanco/negro 1xe14 (19x16)
6199;009371001;Sobremesa Serie Jonico Blanco/negro 1xe14 (39x16)
6200;019655020;Lampara Cristal Serie Creta Cromo 5xe14 (46x51)
6201;076953014;Lampara Mexico Cuero/nacar 3xe14 40x55d
6202;076953020;Lampara Mexico Cromo/nacar 3xe14 40x55d
6203;076955014;Lampara Mexico Cuero/nacar 5xe14 40x58d
6204;076955020;Lampara Mexico Cromo/nacar 5xe14 40x58d
6205;076958014;Lampara Mexico Cuero/nacar 8xe14 45x82d
6206;076958020;Lampara Mexico Cromo/nacar 8xe14 45x82d
6207;076971014;Sobremesa Mexico Cuero/nacar 1xe27 39x25d
6208;076971020;Sobremesa Mexico Cromo/nacar 1xe27 39x25d
6209;019655009;Lampara Cristal Serie Creta Cromo/negro 5xe14 (46x51)
6210;019655010;Lampara Cristal Serie Creta Cromo/plata 5xe14 (46x51)
6211;019658018;Lampara Cristal Serie Creta Cromo/berenjena 8xe14 (49x62)
6212;031661039;Aplique Serie Marmara Cuero/arena 1xe14 (17x30)
6213;031671039;Sobremesa Serie Marmara Cuero/arena 1xe14 (39x16)
6214;031695039;Colgante Serie Marmara Cuero/arena 1xe27 (regx50)
6217;074781203;Plafon 50w 6500k 30x120 Aristoteles Niquel 4000lm 
6218;074784003;Plafon 40w 6500k 40x40 Aristoteles Niquel 3200lm 
6219;074785003;Plafon 48w 6500k 50x50 Aristoteles Niquel 3800lm 
6220;074786003;Plafon 24w 6500k 30x60 Aristoteles Niquel 1920lm 
6221;074789003;Plafon 40w 6500k 30x90 Aristoteles Niquel 3200lm 
6222;074791203;Plafon 80w 6500k 30x120 Aristoteles Niquel 6400lm 
6223;074796003;Plafon 36w 6500k 30x60 Aristoteles Niquel 2880lm 
6224;074799003;Plafon 72w 6500k 30x90 Aristoteles Niquel 5760lm 
6225;A102208952;Plafon  Surf Led 22w 2200lm 4000k  10x37d
6226;067952014;Lampara Darwin Cuero/nacar 2xe14 Regx39
6227;067953014;Lampara Darwin Cuero/nacar 3xe14 Regx66
6228;067954014;Lampara Darwin Cuero/nacar 4xe14 Regx88
6229;067971014;Sobremesa Darwin Cuero/nacar 1xe27 42x20
6230;067994514;Colgante Darwin Cuero/nacar 3xe27  Regx41
6231;99.KIT4MOLAS;Accesorio Panel Kit 4  Molas .No apto Panel Anibal
6232;LED235212;Panel 42w 4000k 30x120 X2 Led  3400lm 120º  
6233;LED235213;Panel 42w 6400k 30x120 X2 Led  3400lm 120º  
6234;009541009;Pie Salon Serie Tirreno Negra 1xe27 (146x30)
6235;009571014;Sobremesa Serie Tirreno Cuero 1xe14 (39x12)
6236;018941002;Farola Exterior Paula 1xe27 Marron (230x28)
6237;018941016;Farola Exterior Paula 1xe27 Negro/oro (230x28)
6238;0345SET02;Set Serie Sena 3 Colgantes + 2 Sobremesas Marron
6239;0347SET15;Set Serie Volga 3 Colgantes + 2 Sobremesas Beis
6240;A09651509S;Campana 150w 6000k  Led Einstein Ip65 18000lm
6241;V00101501;Extractor Para Baño Gravana 15w 100mm Blanco 34db 180m3/h 15,5x15,5x8,5
6242;V00201501;Extractor Para Baño Gravino 15w 100mm Blanco Db 34 180m3/h 9,8x10,5
6243;0812AR214;Armazon Sob. Cristal Mediano Cuero E27 34x15 Jimena
6244;0812AR220;Armazon Sob. Cristal Mediano Cromo E27 34x15  Jimena
6245;0812AR314;Armazon Sob. Cristal Grande Cuero E27 40x15  Jimena
6246;0812AR320;Armazon Sob. Cristal Grande Cromo E27 40x15  Jimena
6247;0813AR214;Armazon Sob. Cristal Mediano Cuero E27 35x15     Noa
6248;0813AR220;Armazon Sob. Cristal Mediano Cromo E27 35x15     Noa
6249;0813AR314;Armazon Sob. Cristal Grande Cuero E27 40x15     Noa
6250;0813AR320;Armazon Sob. Cristal Grande Cromo E27 40x15     Noa
6251;0814AR214;Armazon Sob. Cristal Mediano Cuero E27 32x12  Lis
6252;0814AR220;Armazon Sob. Cristal Mediano Cromo E27 32x12  Lis
6253;0814AR314;Armazon Sob. Cristal Grande Cuero E27 38,5x13 Lis
6254;0814AR320;Armazon Sob. Cristal Grand Cromo E27 38,5x13      Lis
6255;0815AR214;Armazon Sob. Cristal Mediano Cuero E27 34x12 Carolina
6256;0815AR220;Armazon Sob. Cristal Mediano Cromo E27 34x12 Carolina
6257;0815AR314;Armazon Sob. Cristal Grande Cuero E27 40x13 Carolina
6258;0815AR320;Armazon Sob. Cristal Grande Cromo E27 40x13 Carolina
6259;0816AR214;Armazon Sob. Cristal Mediano Cuero E27 32x12 Valeria 
6260;0816AR220;Armazon Sob. Cristal Mediano Cromo E27 32x12 Valeria
6261;0816AR314;Armazon Sob. Cristal Grande Cuero E27 38x13 Valeria
6262;0816AR320;Armazon Sob. Cristal Grande Cromo E27 38x13 Valeria
6263;1.980/30-BEIS;Colgante Bola Grand Beis Rayada (regx30)
6264;1.980/40-BERENJEN.;Colgante Bola Grad Beren Rayada Regx40
6265;93.509/2-CER/CUE;Lampara 2lxe27 Max40w Pant.cuad. Cer/cue
6266;LEDGU10-5W-4000K;Bombilla Gu10 Led 5w 4000k 500lm 5,9x50d 120º
6267;LEDGU10-5W-6000K;Bombilla Gu10 Led 5w 6000k 500lm 5,9x50d 120º
6268;080951220;Lampara Led Aire 12 L Cromo 68w 4760lm 4000k 51x96
6269;080955020;Lampara Led Aire 5 L Cromo 31w 2170lm 4000k 42x68
6270;080958020;Lampara Led Aire 8 L Cromo 66w 4620lm 4000k 80x44
6271;080961020;Aplique Led Aire 1 L Cromo 6w 420lm 4000k 32x13,5x30
6273;081051029;Lampara Led   Fuego 10 L Oro 166w 11620lm 4000k 45x94
6274;081056020;Lampara Led  Fuego 6 L Cromo 64w 4480lm 4000k35x70
6275;081056029;Lampara Led  Fuego 6 L Oro 64w 4480lm 4000k 35x70
6276;081058020;Lampara 99w 4000k Fuego 8 L Cromo 6930lm 48x80d
6277;081058029;Lampara 99w 4000k Fuego 8 L Oro 6930lm 48x80d
6279;081061029;Aplique Led  Fuego 1 L Oro 9w 630lm 4000k 23x12x26,5
6280;081156020;Lampara Led  Agua 6 L Cromo 35w 2450lm 4000k60x70
6281;081158020;Lampara Led  Agua 8l Cromo 52w 3640lm 4000k 60x80
6282;081161020;Aplique Led  Agua 1 L Cromo 6w 420lm 4000k 25x12x28
6283;082853049;Lampara Led Cristal 3 Brazos  Eclipse 27w 2160 Lm 4000k Regx60d
6284;082856049;Lampara Led Cristal 6 Brazos  Eclipse 72w 5760 Lm 4000k Regx70d
6285;082858049;Lampara Led Cristal 8 Brazos  Eclipse 96w 7680 Lm 4000k Regx70d
6286;082861049;Aplique Led Cristal Eclipse 12w 960lm 4000k 33x11x4000k 33x11x8,5
6287;082871049;Sobremesa Led Cristal  Eclipse 12w 960 Lm 4000k 12x33x12
6288;081793049;Colgante Led Cristal Quimera 36w 3600 Lm 4000k 30d
6289;081794049;Colgante Led Cristal Quimera 45w 4500lm 4000k 40d
6290;081795049;Colgante Led Cristal Quimera 72w 7200lm 4000k 50d
6291;082485049;Plafon Led 92w Cristal Copernico 7360 Lm 18 X 50d  3/temp. 3000k, 4000k, 6000k
6292;082585049;Plafon Led 96w Cristal Kepler 7680 Lm 18 X 50d    3/temp. 3000k, 4000k, 6000k
6293;082685049;Plafon Led 76w Cristal Ptolomeo 6080 Lm 18 X 50d   3/temp. 3000k, 4000k, 6000k
6294;082786049;Plafon Led 104w Cristal Descartes 8320 Lm Regx60d  3/temp. 3000k, 4000k, 6000k
6295;082971249;Sobremesa Mediano Led Cristal Brillante 12w 960lm  4000k 22x23x5,5
6296;082971349;Sobremesa Grande Led Cristal Brillante 18w 1440lm  4000k 32x33,5x5,5
6297;082994049;Colgante Led Cristal Brillante 32w 2560lm Cristal3/temp. 3000k,4000k, 6000k Regx40d
6298;082995049;Colgante Led Cristal Brillante 40w 3200lm Cristal3/temp. 3000k,4000k, 6000k Regx50d
6299;082996049;Colgante Led Cristal Brillante 50w 4160lm Cristal3/temp. 3000k,4000k, 6000k Regx60d
6300;A09260820B;Aplique Led  Cristal Zurique 8w 690lm 4000k 6x20,5
6301;A09261220B;Aplique Led  Cristal Zurique 12w 1000lm 4000k 11x16
6302;A09261620B;Aplique Led  Cristal Zurique 16w 1350lm 4000k 6x40
6303;082855049;Lampara 45w 4000k Cristal Eclipse 3600 Lm 
6304;LED235243;Panel Led 42w 6400k X2 60x60cm 3250lm  Blanco
6305;078193256;Colgante Aladino 1xe27 Aluminio 44x41d Sube Y Baja
6306;078292609;Colgante Danilo 1xe27 Negro 28x31d
6307;078392516;Colgante Germano 1xe27 Negro/oro 41x25d
6308;078393216;Colgante Germano 1xe27 Negro/oro 26x32d
6309;078393616;Colgante Germano 1xe27 Negro/oro 34x36d
6310;078693056;Colgante Alvaro 1xe27 Aluminio/oro Regx30x30 Cm
6311;079242001;Pie Salon Led Platon 18w+5w Blanco 1400lm + 450lm 4000k 168x25d
6312;079242003;Pie Salon Led Platon 18w+5w Niquel 1400lm + 450lm 4000k 168x25d
6313;079242009;Pie Salon Led Platon 18w+5w Negro 1400lm + 450lm 4000k 168x25d
6314;079242010;Pie Salon Led Platon 18w+5w Plata 1400lm + 450lm 4000k 168x25d
6315;079242014;Pie Salon Led Platon 18w+5w Cuero 1400lm + 450lm 4000k 168x25d
6316;A13682001;Plafon Jadeite 2xled T8 60cm Blanco 6x70x21 Tubo No Incluido
6317;A13683001;Plafon Jadeite 2xled T8 90 Cm Blanco 6x100x21 Tubo No Incluido
6318;3.301/15-B;Bombilla Eco. Gu10 15w Ext.minispiral 4000k Blanca
6320;3.326/20-B;Bombilla R7s Eco 20w Luxline 118mm 4000k Blanca
6324;3.370/11-B;Bombilla E14 Eco 11w Extramini 2u 4000k Blanca
6325;3.370/11-C;Bombilla E14 Eco 11w Extramini 2u 2700k Calida 
6326;3.371/9-C;Bombilla Eco.e27- 9w 2700k 2u Calida 
6327;3.375/8-C;Bombilla Eco.e14 Miniglobo 8w 2700k Calida
6329;3.383/9-B;Bombilla Eco. G9 Espiral 9w-4000k Bl
6330;3.383/9-C;Bombilla Eco. G9 Espiral 9w-2700k C
6331;3.389/15-C;Bombilla Eco. E27 R80 Econo 15w Cl 2700k
6332;3.393/13-C;Bombilla Eco.e14-13w 2700k Miniespiral C
6333;99.7000-BLANCO/CRO;Empotrable Andros Redondo 2,5x10x10 Cm Blanco Gu10 Corte 7 Cm
6334;99.8000-BLANCO/CRO;Empotrable Itaca Cuadrado 2,5x10x10 Cm Blanco Gu10 Corte 7 Cm
6335;99.8001-BLANCO/BLA;Empotrable Itaca Cuadr. 2,5x10x10 Cm Blanco/blanco Gu10 Corte 7 Cm
6336;182014018;Bombilla Halog.ahorro E14 Esferica 18w Clara
6337;183027018;Bombilla Halog.ahorro E27 Vela 18w Clara
6338;3.394/11-C;Bombilla Gu-10 Econom.11w Calida
6340;99.BOMG9-B/14;Bombilla Oferta Eco E14 Miniglo 9w B "neto" 
6341;171127052;Bombilla Halogena Energy Saver Gls E27 52w Blister Duo-pack
6342;171127070;Bombilla Halogena Energy Saver Gls E27 70w Blister Duo-pack
6343;171127105;Bombilla Halogena Energy Saver Gls E27 105w Blister Duo-pack
6344;172114042;Halogena Ahorro Energia Esferica E14 42w Blister Duo-pack
6345;173414042;Halogena Ahorro Energia Vela Rizada E14 42w Blister Duo-pack
6346;194007080;Halogena Ahorro Energia Lineal R7s 80w 78mm Blister Duo-pack
6347;194007120;Halogena Ahorro Energia Lineal R7s 120w 78mm Blister Duo-pack
6348;349841040;Tubo Circular T5 16mm 2gx13 Alta Eficiencia 40w 4000k
6349;349864040;Tubo Circular T5 16mm 2gx13 Alta Eficiencia 40w 6400k
6350;178025335;Halogena Ahorro Energia Mr16 Dic Gu5.3 35w 38º Blister Duo-pack
6351;757102536;Blister-2 Gu10 Powerled Value 230v 2x4w 43
6352;757102537;Blister-2 Gu10 Powerled Value 230v 2x4w 52
6353;99.ESPIRAL-B;Bombilla Espiral E27 Blanca 150x45d 15w 4000k
6354;99.PROM-12W-E27-C;Bombilla Led 12w E27 2700k
6355;076351283;Bomb. Led Alta Potencia E27 28w 2100 Lm 6500k 16,5x9d
6356;076351383;Bomb. Led Alta Potencia E27 38w 2850 Lm 6500k 21x11d
6357;076351483;Bomb. Led Alta Potencia E27 48w 3600 Lm 6500k 24x13d
6367;99.PA-064353019;Pantalla Lampara Serie Casitas Lila E14 16d
6368;LED204803;Downlight Led Serie Intego Pro Red15w 770lm 10.5dx5.3 Superblanc6400k
6369;LED204823;Downlight Led Intego Pro Redondo 23w 1300lm 8x20x20 Cm Blanco 6400k Corte 17,5d
6370;LED204843;Downlight Led Serie Intego Pro Re29w 1920lm 22.5dx8.5 Superblanc6400k
6374;070571003;Proyector 100w 3000k Led Smd Quiron 7500lm 120º 30x35x6,5
6375;070581003;Proyector 100w 6500k Led Smd Quiron 7900lm 120º 30x35x6,5
6376;778010601;Bomb.gu10  Led 230v 6w 6400k 620lm Fosca
6377;778010602;Bomb. Gu10  Led 230v 6w 4000k 620lm Fosca
6378;778010603;Bomb. Gu10  Led 230v 6w 3000k 620lm Fosca
6379;A09652009S;Campana 200w 6000k  Led Einstein Ip65 25700lm 14x40d
6380;A09652509S;Campana 250w 6000k  Led Einstein Ip65 31000lm
6383;004971004;Sobremesa Serie Neptuno 1lxg9 Naranja/cromo (29x11)
6384;S00104101;Sensor Encastrar Movim. Move Blanco  Alcance 6m 360º Ip20 7x7,5x7,5 Cm Corte 6,2d
6385;007191509;Colgante Cristal Triplex Serie Leo 1xe27 Negro (regx15)
6386;010092902;Colgante Serie Elisa Marron Oro 3xe14 (57x29)
6387;010159009;Lampara Serie Sara Marron 9xe14 (65x62)
6388;010356002;Lampara Serie Versailles Marron 6xe14 (64x61)
6389;011461020;Aplique Serie Manhattan Cromo 1xe27 12x30
6390;2.988-AMARILLO;Colgante Oval 1ex27 Amarillo Regx14
6391;2.988-AZUL;Colgante Oval 1ex27 Azul Regx14
6392;001882015;Colgante Serie Sevilla 1l C/tul Beis/marr (regx20)
6393;046193002;Colgante Serie Cuenca 1xe27 Marron (regx30)
6396;036363028;Aplique Serie Ganimedes 30x17 6 Rayas Grises 1xe27
6397;036563009;Aplique Serie Caldona 30x17 Doble Circulos Negros 1xe27
6398;006983009;Plafon Redondo Serie Tierra 2xe14 Negro D30
6399;007192009;Colgante Cristal Triplex Serie Leo 1xe27 Negro (regx20)
6400;009493001;Colgante Serie Ulises Cromo/blanca 1xe27 D30
6401;009493018;Colgante Serie Ulises Cromo/berenjena 1xe27 D30
6402;1.979/20-AZUL;Colgante Cilindro Doble Tul.azul 40x20
6403;1.979/20-NARANJA.;Colgante Cilindro Doble Tul.naranja 40x20
6404;1.979/20-VERDE;Colgante Cilindro Doble Tul.verde 40x20
6405;99.PA-066494014;Pantalla Colgante Serie Bremen M10 Marron/oro 40d Difusor Incluido
6406;007392909;Colgante Cristal Triplex Escorpio 3xe27 Negro (regx29)
6407;99.15776;1 Lt Semi-sphere (ref.15776)
6408;99.F4580-SD;Aplique Ext Arena F4580 Sd
6409;99.F4651-1-RT;Farola F4651-1-rt
6410;99.P-4431-BLK;Sobremuro  Negro  64x25
6411;99.P-4431-WHT;Sobremuro  Blanco  64x25
6414;99.F6065-WHT;Farola F6065-wht
6415;082311071;Bombilla 7w 3000k Esferica E27 700lm  74x45d Fabriled
6416;082311072;Bombilla 7w 4000k Esferica E27 700lm    74x45d Fabriled
6417;082311073;Bombilla 7w 6500k Esferica E27 700lm   74x45d Fabriled
6418;082312071;Bombilla 7w 3000k Esferica E14 700lm 79x45d Fabriled
6419;082312072;Bombilla 7w 4000k Esferica E14 700lm  79x45 Fabriled
6420;082312073;Bombilla 7w 6500k Esferica E14 700lm  79x45 Fabriled
6421;082322071;Bombilla 7w 3000k Vela E14 700lm  100x37d Fabriled
6422;082322072;Bombilla 7w 4000k Vela E14 700lm  100x37d Fabriled
6423;082322073;Bombilla 7w 6400k Vela E14 700lm  100x37d Fabriled
6424;082351111;Bombilla 11w 3000k Standar E27 1100lm 110x60d  Fabriled
6426;082351113;Bombilla 11w 6500k Standar E27 1100lm 110x60d  Fabriled
6427;044482301;Downlight Serie Shiva Blanco 2xe27 Bombilla Incluida 23d
6428;044482303;Downlight Serie Shiva Niquel 2xe27 Bombilla Incluida 23d
6429;99.XD-100BR;Aro De Empotrar Blanco 1xgu10
6430;083974051;Bombilla Led 5w 3000k Regulable Gu10 500lm 5,9x50d 120º
6431;083974052;Bombilla Led 5w 4000k Regulable Gu10 500lm 5,9x50d 120º
6432;083974053;Bombilla Led 5w 6000k Regulable Gu10 500lm 5,9x50d120º
6433;99.PA_009952000;Pantalla Doble Lampara Serie Iris Rosa E14 16Dx14dx13h Cm.
6435;99.PA_009952018;Pantalla Doble Lampara Serie Iris Berenjena E14 16Dx14dx13h Cm.
6436;99.PA_009952019;Pantalla Doble Lampara Serie Iris Lila E14 16Dx14dx13h Cm.
6437;99.PA_009952048;Pantalla Doble Lampara Serie Iris Celeste E14 16Dx14dx13h Cm.
6438;99.PA_009971008;Pantalla Doble Sobremesa Serie Iris Azul E14 18 D.
6439;99.PA_009971018;Pantalla Doble Sobremesa Serie Iris Berenjena E14 18 D.
6440;99.PA_009971048;Pantalla Doble Sobremesa Serie Iris Celeste E14 18 D.
6441;99.PA_030952048;3 Pantallas Peq Red Celeste/blanco Serie Sulu 1xe14 (16d)
6442;99.PA_1531-NEGRO;Pantalla Peq Red. Negra (famil 1.531) E14 14x16d
6443;002261929;Aplique Exterior Orquidea 1xe27 Oro (64x23x26)
6444;002271029;Sobremuro Exterior Orquidea 1xe27 Oro 62x23
6445;002291929;Colgante Exterior Orquidea 1xe27 Oro REGx22x22 
6446;0754TRANSFOR100W;Transformador Estanco 100w 12v Ip67  17,1x6,2x4,1
6447;0754TRANSFOR150W;Transformador Estanco 150w 12v Ip67  23,3x6,3x4
6448;0754TRANSFOR30W;Transformador Estanco 30w 12v Ip67  22x2,9x2
6449;0754TRANSFOR60W;Transformador Estanco 60w 12v Ip67  15,1x5,3x3,5
6450;086371001;Sobremesa Aberdeen 1xe14 Blanco 35x17d
6451;086371009;Sobremesa Aberdeen 1xe14 Negro
6452;086395001;Colgante  Aberdeen 2xe27 Blanco Regx50d
6453;086395009;Colgante  Aberdeen 2xe27 Negro Regx50d
6454;086471000;Sobremesa Campo 1xe14 Rosa  39x17d
6455;086493000;Colgante Campo 1xe27 Rosa Regx30d
6456;086571001;Sobremesa Mar 1xe14 Blanco  39x17d
6457;086593001;Colgante Mar 1xe27 Blanco Regx30d
6458;086671000;Sobremesa Lluvia 1xe14 Rosa 39x17d
6459;086671019;Sobremesa Lluvia 1xe14 Lila 39x17d
6460;086671048;Sobremesa Lluvia 1xe14 Celeste  39x17d
6464;011661029;Aplique Exterior Elena Oro 1xe27 38x16x16 Cm
6466;011961009;Aplique Exterior Globo Negro 1xe27 (18x15x16)
6467;99.P-5129-NEG;Aplique Exterior Borne Negro 1xe27 30x12,5x17
6468;A102208972;Plafon Red. Led 18w 4000k Con Sensor Surf 1800lm  Alcance 8m - 360º 10x33d
6469;A102208982;Plafon Red. Led 22w 4000k Con Sensor Surf 2200lm  Alcance 8m - 360º 10x38d
6470;92.891/36-NARANJA;Plafon Fluoresc. 2x18w Naranja
6471;084890601;Downlight 3+3w 4000k Medea Blanco  480lm 10,5d
6472;084890901;Downlight 6+3w 4000k Medea Blanco  720lm 14,5d
6473;084891801;Downlight 12+6w 4000k Medea Blanco  1440lm 19,5d
6474;084892401;Downlight 18+6w 4000k Medea Blanco  1920lm 24,5d
6475;084990601;Downlight 3+3w 4000k Cuadrad. Fedra Blanco  480lm 10,5x10,5
6476;084990901;Downlight 6+3w 4000k Cuadrad. Fedra Blanco  720lm 14,5x14,5
6478;084992401;Downlight 18+6w 4000k Cuadrad. Fedra Blanco  1920lm 24,5x24,5
6479;085090601;Downlight Sup. 3+3w 4000k  Silvano Blanco  480lm 10,5d
6480;085090901;Downlight Sup. 6+3w 4000k Silvano Blanco  720lm 14,5d
6481;085091801;Downlight Sup. 12+6w 4000k  Silvano Blanco  1440lm 19,5d
6482;085092401;Downlight Sup. 18+6w 4000k  Silvano Blanco  1920lm 24,5d
6483;085190601;Downlight Sup. Cuad 3+3w 4000k Fortuna Blanco  480lm 10,5x10,5
6484;085190901;Downlight Sup. Cuad 6+3w 4000k Fortuna Blanco   720lm 14,5x14,5
6485;085191801;Downlight Sup Cuad 12+6w 4000k Fortuna Blanc  1440lm 19,5x19,5
6486;085192401;Downlight Sup Cuad 18+6w 4000k Fortuna Blanc  1920lm 24,5x24,5
6487;99.7001-BLANC-BLAN;Empotrable Andros Redondo 2,5x10x10 Cm Blanco/blanco Gu10 Corte 7Cm
6488;91.954-TRANSPAR;Colgante Con Bola 1xe27 100w Transparent
6489;92.504/1-AZUL/VERD;Lampara Pulpo C/bola 1xe14 Azu/ver(23x23
6490;062871000;Flexo Antigona Articulable 1xe27 Rosa 34-67x15x15
6491;071742003;Pie Salon 21+7w 4000k  Marisol Niquel Led 2800lm Intensidad Regulable 175x30
6492;071742014;Pie Salon 21+7w 4000k Marisol Cuero Led  2800lm Intensidad Regulable  175x30
6493;075830109;Foco Espigado Exterior Girasol 1xgu0 Ip65 Negro  36x9,5x13,5
6494;077861001;Aplique Martina Blanco Roto 1xe14 22x14x19
6495;077961015;Aplique Nayra Beis 1xe14 
6496;726141042;Bombilla S14d Led Lin 230v 8w 700lm 4000k - A + 50,5x5x3,3
6497;726141043;Bombilla S14d Led Lin 230v 8w 700lm 3000k - A +  50x3d
6498;075930109;Foco Espigado Exterior Jasmin 1 X Gu0  Ip65 Negro  32x9,5x10
6499;086062501;Aplique Rectangular Odesa Blanco 1xe27 12x25x8
6500;086082501;Plafon Cuadrado Odesa Blanco 2xe27 7x25x25
6501;086083001;Plafon Cuadrado Odesa Blanco 2xe27 30x30
6502;086084001;Plafon Cuadrado Odesa Blanco 3xe27 40x40
6503;086162501;Aplique Media Luna Kazan Blanco 1xe27 25d
6504;086182501;Plafon Redondo Kazan Blanco 2xe27 25d
6505;086183001;Plafon Redondo Kazan Blanco 2xe27 30d
6506;086184001;Plafon Redondo Kazan Blanco 3xe27 40d
6507;086262501;Aplique Media Luna Deva Blanco 1xe27 25d
6508;086282501;Plafon Redondo Deva Blanco 2xe27 25d
6509;086283001;Plafon Redondo Deva Blanco 2xe27 30d
6510;086284001;Plafon Redondo Deva Blanco 3xe27 40d
6511;99.S6538-2;Plafon Led 80w 6400 Lm Blanco Mando A Distancia 50d Color Luz 3000k, 4000k, 6000k
6512;99.S6538-3;Plafon Led 80w 6400 Lm Marron  Mando A Distancia 50d Color Luz 3000k, 4000k, 6000k
6513;011561020;Aplique Serie Chicago Cromo 1xe27
6514;015383020;Lampara Laser Orleans Cromo 3xg9  42x18
6515;6.828/2;Plafon Fijo De 2 L. Cristal Redondo Mate
6516;6.837;Plafon Redondo 1x32w Fluorescente 40d
6517;6.888/40-VERDE;Plafon Redondo 40 Verde/acido 3xe-27
6518;6.928/4;Colgante De 4l. Cristal Redondo Mate Regx45
6519;9.737/1;Sobremesa 1 Luz E27 Wengue/niq. Cp 69x31
6520;91.589/3-NARANJA;Lampara 3l Cromo/naran E14 40w(rgx64x22)
6521;91.589/4-NARANJA;Lampara 4l Cromo/naran E14 40w(rgx43x43)
6522;99.67199104;Aplique Exterior Minero Negro
6523;99.GS-MF0211;Espejo Ajedrez 80x110x2.2 Cm
6524;99.GS-MF0216;Espejo Rectangulo 80x110x2.2 Cm
6525;99.GS-MF0219;Espejo Triangulos 90x90x4.5 Cm
6526;99.GS-MF0226;Espejo Rombo 68x98x1.9 Cm
6527;99.GS-MF0228;Espejo Circulos 90x90x3.2 Cm
6528;99.GS-MF0639;Espejo Ovalos 100x100x2.2 Cm
6529;99.GS-MF0646;Espejo Rectangular 80x120x2.2 Cm
6530;99.GS-MF0659;Espejo Sol  100x100x2.2 Cm
6531;99.S6542-1;Plafon Led 36w 2880 Lm Blanco C/ Mando Distancia 50 D Tres Colores 3000k, 4000k, 6000k 
6532;99.S6542-2;Plafon Led 36w 2880 Lm Beis  C/ Mando Distancia 50 D Tres Colores 3000k, 4000k, 6000k 
6533;99.S6542-3;Plafon Led 36w 2880 Lm Rosa  C/ Mando Distancia 50 D Tres Colores 3000k, 4000k, 6000k 
6534;99.S9225-1;Plafon Led 80w 6400 Lm Blanco C/mando Distancia  75d Tres Colores 3000k, 4000k, 6000k 
6535;99.S9225-2;Plafon Led 80w 6400 Lm Beis C/mando Distancia  75d Tres Colores 3000k, 4000k, 6000k 
6536;99.S9225-3;Plafon Led 80w 6400 Lm Rosa C/mando Distancia  75d Tres Colores 3000k, 4000k, 6000k 
6545;99.PA-054171009;Pantalla Sobremesa Serie Ballet Negro E27 16x22d
6548;083091301;Ventilador 18w 3000K, 4000k, 6000K Blanco Delfos 3 Aspas Abs blanco reg.x132d 2350lm Motor Dc C/remoto.
6549;083091310;Ventilador Dc 18w 3000K, 4000k, 6000K Niquel Delfos 3 Asp.Plata 32/44,5x132d 2350lm Remoto, Memoria Y Temp 
6550;083091336;Ventilador Dc 18w 3000K, 4000k, 6000K Cuero Delfos 3 Asp.cerezo 32/44,5x132d 2350lm Remoto, Memoria Y Temp
6551;083091342;Ventilador Dc 18w 3000K, 4000k, 6000K Niquel Delfos 3 Asp.Haya 32/44,5x132d 2350lm Remoto, Memoria Y Temp
6552;083191301;Ventilador 15w 4000k Blanco Electra 3 Aspas Abs  Blanca 1500 L  Control Remoto 42,7x132d
6553;083191310;Ventilador 15w 4000k Plata Electra 3 Aspas Abs  Plata 1500 L  Control Remoto 42,7x132d
6554;083292501;Ventilador Blanco Menfis 5 Aspas Blancas 2xe27 46x132d Control Remoto
6555;083292533;Ventilador Niquel Menfis 5 Aspas Haya/wengue 2xe27 46x132d Control Remoto
6556;083292536;Ventilador Cuero Menfis 5 Aspas Cerezo/nogal 2xe27 46x132d Control Remoto
6558;LEDGU10-5W-3000K;Bombilla Gu10 Led 5w 3000k 500lm 5,9x50d 120º
6559;083481801;Downlight Sup. Red. 18w 6500k Carlomagno Led Blanco 1425lm 2,8x21,2d
6560;083581801;Downlight 18w 6500k Sup. Cuad. Saladino Led Blanco 1425lm 2,8x21x21
6561;0873REGUL-NEGRO;Regulador Para Led 4/25w Negro 2,8x9,65x3,05 Resina Termoplastica
6562;0873REGUL-TRANSP;Regulador Para Led 4/25w Transparent 2,8x9,65x3,05 Resina Termoplastica
6563;764181041;Tubo Led T8 G13 14w 1400lm 6400k 90cm
6564;064471114;Sobremesa Kegan Cristal 1xe27 Cuero Con Pantalla 50x30d
6565;064471120;Sobremesa Kegan Cristal 1xe27 Cromo Con Pantalla 50x30d
6566;064494514;Colgante Mediano Kegan Cristal 1xe27 Cuero Regx40d
6567;064494520;Colgante Mediano Kegan Cristal 1xe27 Cromo Regx40d
6568;064495014;Colgante Grande Kegan Cristal 1xe27 Cuero Regx50d
6569;064495020;Colgante Grande Kegan Cristal 1xe27 Cromo Regx50d
6570;079483501;Plafon Australia 44w 3520 Lm  Blanco 50d Regulable 3000k, 4000k, 6000k
6571;079883549;Plafon Numea 44w 3520 Lm  Transparente 42d Regulable 3000k 4000k 6000k
6572;079983501;Plafon Oceania 44w 3520lm Blanco 50d Regulable 3000k 4000k 6000k
